"id","x","y"
"218",101,226
"218",98,233
"218",98,241
"218",98,248
"218",104,249
"218",110,255
"218",113,258
"218",127,263
"218",141,264
"218",146,265
"218",146,232
"218",129,232
"218",118,230
"218",110,228
"218",101,226
"219",193,226
"219",195,234
"219",195,248
"219",188,250
"219",184,254
"219",181,258
"219",171,262
"219",158,265
"219",147,265
"219",147,232
"219",158,232
"219",173,230
"219",183,228
"219",189,227
"219",193,226
"220",243,265
"220",239,249
"220",238,238
"220",237,229
"220",233,218
"220",227,223
"220",214,222
"220",209,221
"220",206,220
"220",207,233
"220",207,239
"220",209,244
"220",223,272
"220",229,268
"220",237,266
"220",243,265
"221",50,266
"221",47,275
"221",44,280
"221",48,287
"221",53,291
"221",58,292
"221",60,289
"221",69,273
"221",64,268
"221",60,266
"221",50,266
"222",98,249
"222",96,260
"222",96,260
"222",94,279
"222",92,287
"222",91,317
"222",103,310
"222",110,303
"222",115,293
"222",117,282
"222",117,269
"222",113,260
"222",107,252
"222",102,249
"222",98,249
"223",146,266
"223",146,305
"223",144,320
"223",136,325
"223",130,326
"223",121,326
"223",113,325
"223",104,322
"223",93,317
"223",101,312
"223",108,306
"223",114,297
"223",116,288
"223",117,270
"223",114,262
"223",113,258
"223",121,262
"223",129,264
"223",139,265
"223",146,266
"224",150,320
"224",160,326
"224",174,327
"224",186,323
"224",198,319
"224",201,317
"224",189,310
"224",182,301
"224",178,292
"224",177,287
"224",176,272
"224",178,265
"224",181,258
"224",170,263
"224",160,265
"224",146,266
"224",147,291
"224",147,309
"224",150,320
"225",202,316
"225",202,295
"225",199,272
"225",197,260
"225",195,249
"225",191,250
"225",186,253
"225",181,259
"225",178,267
"225",176,274
"225",177,286
"225",180,296
"225",184,303
"225",190,310
"225",202,316
"226",233,289
"226",238,290
"226",243,287
"226",248,281
"226",249,279
"226",248,278
"226",245,272
"226",243,267
"226",240,266
"226",232,267
"226",227,269
"226",224,273
"226",233,289
"227",44,280
"227",37,282
"227",30,288
"227",26,293
"227",21,297
"227",17,299
"227",17,302
"227",23,302
"227",32,295
"227",32,309
"227",30,322
"227",28,335
"227",31,335
"227",37,314
"227",35,328
"227",33,337
"227",36,336
"227",39,339
"227",49,318
"227",49,325
"227",45,335
"227",47,337
"227",53,325
"227",55,313
"227",57,312
"227",60,302
"227",60,290
"227",57,291
"227",52,291
"227",47,286
"227",44,280
"228",91,317
"228",93,335
"228",98,357
"228",104,384
"228",107,394
"228",107,400
"228",114,396
"228",125,397
"228",134,398
"228",138,401
"228",141,403
"228",142,386
"228",142,355
"228",143,336
"228",144,321
"228",140,324
"228",133,327
"228",118,327
"228",113,324
"228",101,321
"228",91,317
"229",150,321
"229",150,339
"229",150,357
"229",151,378
"229",152,403
"229",159,398
"229",168,396
"229",178,396
"229",184,398
"229",186,399
"229",186,393
"229",195,358
"229",200,339
"229",201,329
"229",201,318
